"id";"class";"confidence(good)";"confidence(bad)";"prediction(class)"
190;"good";0.6467065868263473;0.3532934131736527;"good"
194;"good";0.9255813953488372;0.07441860465116279;"good"
196;"bad";0.6467065868263473;0.3532934131736527;"good"
199;"good";0.6467065868263473;0.3532934131736527;"good"
204;"bad";0.4906832298136646;0.5093167701863354;"bad"
206;"good";0.4906832298136646;0.5093167701863354;"bad"
216;"good";0.6467065868263473;0.3532934131736527;"good"
218;"good";0.8;0.2;"good"
219;"good";0.4906832298136646;0.5093167701863354;"bad"
222;"good";0.4906832298136646;0.5093167701863354;"bad"
228;"bad";0.4906832298136646;0.5093167701863354;"bad"
231;"bad";0.8;0.2;"good"
234;"good";0.6467065868263473;0.3532934131736527;"good"
241;"bad";0.4906832298136646;0.5093167701863354;"bad"
242;"good";0.9255813953488372;0.07441860465116279;"good"
243;"bad";0.4906832298136646;0.5093167701863354;"bad"
248;"good";0.6190476190476191;0.38095238095238093;"good"
251;"good";0.0;1.0;"bad"
252;"good";0.8;0.2;"good"
256;"good";0.6467065868263473;0.3532934131736527;"good"
266;"bad";0.6467065868263473;0.3532934131736527;"good"
271;"good";0.9255813953488372;0.07441860465116279;"good"
272;"good";0.9255813953488372;0.07441860465116279;"good"
274;"bad";0.6467065868263473;0.3532934131736527;"good"
276;"good";0.9255813953488372;0.07441860465116279;"good"
278;"good";0.4906832298136646;0.5093167701863354;"bad"
282;"good";0.9255813953488372;0.07441860465116279;"good"
290;"bad";0.4906832298136646;0.5093167701863354;"bad"
291;"good";0.9255813953488372;0.07441860465116279;"good"
293;"good";0.4906832298136646;0.5093167701863354;"bad"
300;"good";0.6467065868263473;0.3532934131736527;"good"
304;"good";0.4906832298136646;0.5093167701863354;"bad"
307;"good";1.0;0.0;"good"
309;"bad";0.6467065868263473;0.3532934131736527;"good"
316;"bad";0.4906832298136646;0.5093167701863354;"bad"
320;"good";0.4906832298136646;0.5093167701863354;"bad"
327;"good";0.9255813953488372;0.07441860465116279;"good"
328;"good";0.9255813953488372;0.07441860465116279;"good"
332;"bad";0.9255813953488372;0.07441860465116279;"good"
339;"good";0.4906832298136646;0.5093167701863354;"bad"
340;"good";0.6467065868263473;0.3532934131736527;"good"
341;"good";0.6467065868263473;0.3532934131736527;"good"
342;"good";0.4906832298136646;0.5093167701863354;"bad"
346;"good";0.9255813953488372;0.07441860465116279;"good"
349;"good";0.9255813953488372;0.07441860465116279;"good"
352;"bad";0.6467065868263473;0.3532934131736527;"good"
353;"good";0.9255813953488372;0.07441860465116279;"good"
361;"good";0.6467065868263473;0.3532934131736527;"good"
362;"good";0.8;0.2;"good"
365;"bad";0.4906832298136646;0.5093167701863354;"bad"
367;"good";0.9255813953488372;0.07441860465116279;"good"
368;"good";0.4906832298136646;0.5093167701863354;"bad"
369;"bad";0.4906832298136646;0.5093167701863354;"bad"
371;"good";0.9255813953488372;0.07441860465116279;"good"
372;"good";0.9255813953488372;0.07441860465116279;"good"
374;"good";1.0;0.0;"good"
383;"good";0.9255813953488372;0.07441860465116279;"good"
392;"good";0.6467065868263473;0.3532934131736527;"good"
399;"bad";0.6467065868263473;0.3532934131736527;"good"
400;"good";0.9255813953488372;0.07441860465116279;"good"
402;"good";0.6467065868263473;0.3532934131736527;"good"
403;"bad";0.6190476190476191;0.38095238095238093;"good"
408;"good";0.4906832298136646;0.5093167701863354;"bad"
421;"good";0.9255813953488372;0.07441860465116279;"good"
423;"good";0.6467065868263473;0.3532934131736527;"good"
424;"good";0.9255813953488372;0.07441860465116279;"good"
429;"good";0.9255813953488372;0.07441860465116279;"good"
430;"bad";0.4906832298136646;0.5093167701863354;"bad"
431;"good";0.9255813953488372;0.07441860465116279;"good"
434;"good";0.9255813953488372;0.07441860465116279;"good"
435;"good";0.4906832298136646;0.5093167701863354;"bad"
440;"bad";1.0;0.0;"good"
441;"good";0.9255813953488372;0.07441860465116279;"good"
444;"bad";0.0;1.0;"bad"
445;"bad";0.6467065868263473;0.3532934131736527;"good"
447;"bad";0.4906832298136646;0.5093167701863354;"bad"
450;"bad";0.6467065868263473;0.3532934131736527;"good"
451;"good";0.0;1.0;"bad"
452;"good";1.0;0.0;"good"
457;"good";0.4906832298136646;0.5093167701863354;"bad"
459;"good";1.0;0.0;"good"
462;"good";0.4906832298136646;0.5093167701863354;"bad"
463;"good";0.6467065868263473;0.3532934131736527;"good"
466;"good";0.4906832298136646;0.5093167701863354;"bad"
467;"bad";0.4906832298136646;0.5093167701863354;"bad"
469;"good";0.9255813953488372;0.07441860465116279;"good"
470;"good";0.9255813953488372;0.07441860465116279;"good"
476;"bad";0.4906832298136646;0.5093167701863354;"bad"
477;"good";0.9255813953488372;0.07441860465116279;"good"
479;"good";0.6467065868263473;0.3532934131736527;"good"
482;"good";0.6467065868263473;0.3532934131736527;"good"
487;"good";0.9255813953488372;0.07441860465116279;"good"
490;"good";0.5;0.5;"good"
491;"good";0.9255813953488372;0.07441860465116279;"good"
504;"bad";0.6467065868263473;0.3532934131736527;"good"
507;"good";0.8;0.2;"good"
509;"good";0.9255813953488372;0.07441860465116279;"good"
515;"good";0.9255813953488372;0.07441860465116279;"good"
516;"good";1.0;0.0;"good"
530;"good";0.0;1.0;"bad"
532;"bad";0.6467065868263473;0.3532934131736527;"good"
538;"good";0.6467065868263473;0.3532934131736527;"good"
542;"good";0.9255813953488372;0.07441860465116279;"good"
545;"good";0.9255813953488372;0.07441860465116279;"good"
546;"bad";0.4906832298136646;0.5093167701863354;"bad"
547;"good";0.9255813953488372;0.07441860465116279;"good"
549;"bad";1.0;0.0;"good"
551;"good";0.9255813953488372;0.07441860465116279;"good"
560;"bad";0.6467065868263473;0.3532934131736527;"good"
563;"good";0.25;0.75;"bad"
564;"bad";0.0;1.0;"bad"
566;"good";0.6467065868263473;0.3532934131736527;"good"
567;"bad";0.4906832298136646;0.5093167701863354;"bad"
570;"bad";0.4906832298136646;0.5093167701863354;"bad"
575;"good";0.6467065868263473;0.3532934131736527;"good"
577;"good";0.6467065868263473;0.3532934131736527;"good"
582;"good";0.6467065868263473;0.3532934131736527;"good"
587;"good";0.4906832298136646;0.5093167701863354;"bad"
588;"good";0.4906832298136646;0.5093167701863354;"bad"
591;"good";1.0;0.0;"good"
593;"good";0.6190476190476191;0.38095238095238093;"good"
594;"bad";0.6467065868263473;0.3532934131736527;"good"
599;"bad";0.6190476190476191;0.38095238095238093;"good"
601;"good";0.6467065868263473;0.3532934131736527;"good"
604;"bad";0.9255813953488372;0.07441860465116279;"good"
606;"good";0.4906832298136646;0.5093167701863354;"bad"
607;"good";0.9255813953488372;0.07441860465116279;"good"
609;"good";0.9255813953488372;0.07441860465116279;"good"
614;"good";0.4906832298136646;0.5093167701863354;"bad"
618;"good";0.4906832298136646;0.5093167701863354;"bad"
624;"good";0.4906832298136646;0.5093167701863354;"bad"
627;"good";0.8;0.2;"good"
628;"bad";0.6467065868263473;0.3532934131736527;"good"
631;"good";0.4906832298136646;0.5093167701863354;"bad"
633;"good";0.6467065868263473;0.3532934131736527;"good"
644;"good";0.5;0.5;"good"
647;"good";0.4906832298136646;0.5093167701863354;"bad"
653;"bad";0.4906832298136646;0.5093167701863354;"bad"
657;"bad";0.6467065868263473;0.3532934131736527;"good"
661;"good";0.8;0.2;"good"
665;"good";0.8;0.2;"good"
669;"bad";0.4906832298136646;0.5093167701863354;"bad"
670;"good";0.8;0.2;"good"
672;"good";0.9255813953488372;0.07441860465116279;"good"
673;"good";0.9255813953488372;0.07441860465116279;"good"
687;"good";0.8;0.2;"good"
688;"good";0.6467065868263473;0.3532934131736527;"good"
690;"good";0.4906832298136646;0.5093167701863354;"bad"
699;"good";0.9255813953488372;0.07441860465116279;"good"
707;"bad";0.6467065868263473;0.3532934131736527;"good"
708;"bad";0.6467065868263473;0.3532934131736527;"good"
713;"good";0.9255813953488372;0.07441860465116279;"good"
715;"bad";0.3333333333333333;0.6666666666666666;"bad"
717;"good";0.9255813953488372;0.07441860465116279;"good"
718;"good";0.9255813953488372;0.07441860465116279;"good"
723;"bad";0.4906832298136646;0.5093167701863354;"bad"
731;"good";0.6467065868263473;0.3532934131736527;"good"
733;"good";0.6467065868263473;0.3532934131736527;"good"
737;"bad";0.0;1.0;"bad"
739;"good";0.9255813953488372;0.07441860465116279;"good"
743;"good";0.9255813953488372;0.07441860465116279;"good"
750;"good";0.9255813953488372;0.07441860465116279;"good"
753;"good";0.6467065868263473;0.3532934131736527;"good"
759;"good";0.5;0.5;"good"
763;"good";0.4906832298136646;0.5093167701863354;"bad"
767;"bad";0.4906832298136646;0.5093167701863354;"bad"
775;"good";0.8;0.2;"good"
777;"good";0.9255813953488372;0.07441860465116279;"good"
782;"good";0.9255813953488372;0.07441860465116279;"good"
783;"good";0.6467065868263473;0.3532934131736527;"good"
788;"good";0.9255813953488372;0.07441860465116279;"good"
792;"good";0.9255813953488372;0.07441860465116279;"good"
793;"good";0.9255813953488372;0.07441860465116279;"good"
794;"good";0.8;0.2;"good"
797;"bad";0.4906832298136646;0.5093167701863354;"bad"
803;"good";0.4906832298136646;0.5093167701863354;"bad"
805;"good";0.6467065868263473;0.3532934131736527;"good"
810;"bad";0.6467065868263473;0.3532934131736527;"good"
813;"bad";0.4906832298136646;0.5093167701863354;"bad"
814;"bad";0.4906832298136646;0.5093167701863354;"bad"
818;"good";0.9255813953488372;0.07441860465116279;"good"
819;"good";0.0;1.0;"bad"
823;"bad";0.4906832298136646;0.5093167701863354;"bad"
825;"good";0.9255813953488372;0.07441860465116279;"good"
826;"good";0.4906832298136646;0.5093167701863354;"bad"
829;"bad";0.4906832298136646;0.5093167701863354;"bad"
830;"good";0.6467065868263473;0.3532934131736527;"good"
835;"bad";0.8;0.2;"good"
837;"good";0.9255813953488372;0.07441860465116279;"good"
842;"good";0.75;0.25;"good"
843;"bad";0.9255813953488372;0.07441860465116279;"good"
844;"good";1.0;0.0;"good"
846;"good";0.6467065868263473;0.3532934131736527;"good"
850;"bad";1.0;0.0;"good"
856;"good";0.9255813953488372;0.07441860465116279;"good"
858;"good";0.9255813953488372;0.07441860465116279;"good"
860;"good";0.5;0.5;"good"
870;"good";0.0;1.0;"bad"
873;"good";0.4906832298136646;0.5093167701863354;"bad"
874;"good";0.9255813953488372;0.07441860465116279;"good"
875;"good";0.4906832298136646;0.5093167701863354;"bad"
884;"good";0.9255813953488372;0.07441860465116279;"good"
886;"bad";0.4906832298136646;0.5093167701863354;"bad"
896;"good";1.0;0.0;"good"
903;"good";0.9255813953488372;0.07441860465116279;"good"
904;"good";0.9255813953488372;0.07441860465116279;"good"
911;"good";0.9255813953488372;0.07441860465116279;"good"
915;"bad";0.4906832298136646;0.5093167701863354;"bad"
916;"bad";0.0;1.0;"bad"
917;"good";0.7777777777777778;0.2222222222222222;"good"
918;"bad";0.0;1.0;"bad"
919;"bad";0.4906832298136646;0.5093167701863354;"bad"
920;"bad";0.4906832298136646;0.5093167701863354;"bad"
927;"good";0.4906832298136646;0.5093167701863354;"bad"
928;"bad";0.4906832298136646;0.5093167701863354;"bad"
933;"good";0.9255813953488372;0.07441860465116279;"good"
941;"good";0.9255813953488372;0.07441860465116279;"good"
944;"good";0.9255813953488372;0.07441860465116279;"good"
948;"good";0.9255813953488372;0.07441860465116279;"good"
952;"bad";0.4906832298136646;0.5093167701863354;"bad"
953;"bad";0.6467065868263473;0.3532934131736527;"good"
954;"bad";0.0;1.0;"bad"
955;"good";0.4906832298136646;0.5093167701863354;"bad"
956;"good";0.4906832298136646;0.5093167701863354;"bad"
958;"good";0.6467065868263473;0.3532934131736527;"good"
959;"bad";0.4906832298136646;0.5093167701863354;"bad"
963;"good";0.9255813953488372;0.07441860465116279;"good"
968;"good";1.0;0.0;"good"
969;"good";0.9255813953488372;0.07441860465116279;"good"
973;"bad";0.4906832298136646;0.5093167701863354;"bad"
977;"good";0.6467065868263473;0.3532934131736527;"good"
978;"good";0.6467065868263473;0.3532934131736527;"good"
979;"bad";0.9255813953488372;0.07441860465116279;"good"
986;"good";0.4906832298136646;0.5093167701863354;"bad"
993;"good";0.4906832298136646;0.5093167701863354;"bad"
994;"good";0.4906832298136646;0.5093167701863354;"bad"
996;"good";0.9255813953488372;0.07441860465116279;"good"
998;"good";0.9255813953488372;0.07441860465116279;"good"
1000;"good";0.6467065868263473;0.3532934131736527;"good"
